,awardYear,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.rel,links.href,links.action,links.types,dateAwarded,topMotivation.en,topMotivation.se,0,id,knownName,links,motivation,orgName,portion,sortOrder
531,2000,9000000,11333109,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2000,Get,application/json,2000-10-09,,,,722,{'en': 'Arvid Carlsson'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/722', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning signal transduction in the nervous system', 'se': 'för deras upptäckter rörande signalöverföring i nervsystemet'}",,1/3,1
532,2001,10000000,12295082,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2001,Get,application/json,2001-10-10,,,,741,{'en': 'William Knowles'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/741', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their work on chirally catalysed hydrogenation reactions', 'se': 'för deras arbeten över kiralt katalyserade hydrogeneringssreaktioner'}",,1/4,1
533,2001,10000000,12295082,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2001,Get,application/json,2001-10-10,,,,744,{'en': 'George A. Akerlof'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/744', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their analyses of markets with asymmetric information', 'se': 'för deras analys av marknader med assymetrisk informations'}",,1/3,1
534,2001,10000000,12295082,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2001,Get,application/json,2001-10-11,,,,747,{'en': 'V. S. Naipaul'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/747', 'action': 'Get', 'types': 'application/json'}","{'en': 'for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories', 'se': 'för att ha förenat lyhört berättande och omutlig iakttagelse i verk som dömer oss att se den bortträngda historiens närvaro'}",,1,1
535,2001,10000000,12295082,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2001,Get,application/json,2001-10-12,,,,748,,"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/748', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their work for a better organized and more peaceful world', 'no': 'for deres innsats for en bedre organisert og fredeligere verden'}","{'en': 'United Nations', 'no': 'De Forente Nasjoner (FN)'}",1/2,1
536,2001,10000000,12295082,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2001,Get,application/json,2001-10-09,,,,738,{'en': 'Eric Cornell'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/738', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates', 'se': 'för uppnående av Bose-Einsteinkondensationen i förtunnande gaser av alkaliatomer samt för tidiga fundamentala studier av kondensatens egenskaper'}",,1/3,1
537,2001,10000000,12295082,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2001,Get,application/json,2001-10-08,,,,737,{'en': 'Sir Paul Nurse'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/737', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries of key regulators of the cell cycle', 'se': 'för deras upptäckter rörande kontrollen av cellcykeln'}",,1/3,3
538,2002,10000000,12034660,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2002,Get,application/json,2002-10-09,for the development of methods for identification and structure analyses of biological macromolecules,,,756,{'en': 'John B. Fenn'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/756', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules', 'se': 'för deras utveckling av mjuka desorptionsjonisationsmetoder för masspektrometrisk analys av biologiska makromolekyler'}",,1/4,1
539,2002,10000000,12034660,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2002,Get,application/json,2002-10-09,,,,759,{'en': 'Daniel Kahneman'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/759', 'action': 'Get', 'types': 'application/json'}","{'en': 'for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty', 'se': 'för att ha infört insikter från psykologisk forskning i ekonomisk vetenskap, särskilt beträffande bedömningar och beslut under osäkerhet'}",,1/2,1
540,2002,10000000,12034660,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2002,Get,application/json,2002-10-10,,,,761,{'en': 'Imre Kertész'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/761', 'action': 'Get', 'types': 'application/json'}","{'en': 'for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history', 'se': 'för ett författarskap som hävdar den enskildes bräckliga erfarenhet mot historiens barbariska godtycke'}",,1,1
541,2002,10000000,12034660,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2002,Get,application/json,2002-10-11,,,,762,{'en': 'Jimmy Carter'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/762', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development', 'no': 'for hans iherdige innsats gjennom flere tiår for fredelig løsning av internasjonale konflikter, for demokrati og menneskerettigheter og for økonomisk og sosial utvikling'}",,1,1
542,2002,10000000,12034660,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2002,Get,application/json,2002-10-08,,,,753,{'en': 'Raymond Davis Jr.'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/753', 'action': 'Get', 'types': 'application/json'}","{'en': 'for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos', 'se': 'för banbrytande insatser inom astrofysiken, särskilt för detektion av kosmiska neutriner'}",,1/4,1
543,2002,10000000,12034660,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2002,Get,application/json,2002-10-07,,,,750,{'en': 'Sydney Brenner'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/750', 'action': 'Get', 'types': 'application/json'}","{'en': ""for their discoveries concerning genetic regulation of organ development and programmed cell death'"", 'se': 'för deras upptäckter rörande genetisk reglering av organutveckling och programmerad celldöd'}",,1/3,1
544,2003,10000000,11807305,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2003,Get,application/json,2003-10-08,for discoveries concerning channels in cell membranes,,,769,{'en': 'Peter Agre'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/769', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of water channels', 'se': 'för upptäckten av vattenkanaler'}",,1/2,1
545,2003,10000000,11807305,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2003,Get,application/json,2003-10-08,,,,771,{'en': 'Robert F. Engle III'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/771', 'action': 'Get', 'types': 'application/json'}","{'en': 'for methods of analyzing economic time series with time-varying volatility (ARCH)', 'se': 'för metoder att analysera ekonomiska tidsserier med tidsvarierande volatilitet (ARCH)'}",,1/2,1
546,2003,10000000,11807305,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2003,Get,application/json,2003-10-02,,,,763,{'en': 'J. M. Coetzee'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/763', 'action': 'Get', 'types': 'application/json'}","{'en': 'who in innumerable guises portrays the surprising involvement of the outsider', 'se': 'som i talrika förklädnader framställer utanförskapets överrumplande delaktighet'}",,1,1
547,2003,10000000,11807305,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2003,Get,application/json,2003-10-10,,,,773,{'en': 'Shirin Ebadi'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/773', 'action': 'Get', 'types': 'application/json'}","{'en': 'for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children', 'no': 'for hennar innsats for demokrati og menneskerettar. Ho har særleg engasjert seg i kampen for rettane til kvinner og born'}",,1,1
548,2003,10000000,11807305,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2003,Get,application/json,2003-10-07,,,,766,{'en': 'Alexei Abrikosov'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/766', 'action': 'Get', 'types': 'application/json'}","{'en': 'for pioneering contributions to the theory of superconductors and superfluids', 'se': 'för banbrytande insatser inom teorin för supraledare och supravätskor'}",,1/3,1
549,2003,10000000,11807305,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2003,Get,application/json,2003-10-06,,,,764,{'en': 'Paul C. Lauterbur'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/764', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning magnetic resonance imaging', 'se': 'för deras upptäckter rörande avbildning med magnetresonans'}",,1/2,1
550,2004,10000000,11762861,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2004,Get,application/json,2004-10-06,,,,779,{'en': 'Aaron Ciechanover'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/779', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of ubiquitin-mediated protein degradation', 'se': 'för upptäckten av ubiquitinmedierad proteinnedbrytning'}",,1/3,1
551,2004,10000000,11762861,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2004,Get,application/json,2004-10-11,,,,786,{'en': 'Finn E. Kydland'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/786', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles', 'se': 'för deras bidrag till dynamisk makroekonomisk teori: den ekonomiska politikens tidskonsistens och konjunkturens drivkrafter'}",,1/2,1
552,2004,10000000,11762861,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2004,Get,application/json,2004-10-07,,,,782,{'en': 'Elfriede Jelinek'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/782', 'action': 'Get', 'types': 'application/json'}","{'en': ""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power"", 'se': 'för hennes musikaliska flöde av röster och motröster i romaner och dramer som med enastående språklig lidelse blottar de sociala klichéernas absurditet och tvingande makt'}",,1,1
553,2004,10000000,11762861,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2004,Get,application/json,2004-10-08,,,,783,{'en': 'Wangari Maathai'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/783', 'action': 'Get', 'types': 'application/json'}","{'en': 'for her contribution to sustainable development, democracy and peace', 'no': 'for hennes innsats for en bærekraftig utvikling, demokrati og fred'}",,1,1
554,2004,10000000,11762861,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2004,Get,application/json,2004-10-05,,,,776,{'en': 'David J. Gross'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/776', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of asymptotic freedom in the theory of the strong interaction', 'se': 'för upptäckten av asymptotisk frihet i teorin för den starka växelverkan'}",,1/3,1
555,2004,10000000,11762861,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2004,Get,application/json,2004-10-04,,,,774,{'en': 'Richard Axel'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/774', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries of odorant receptors and the organization of the olfactory system', 'se': 'för deras upptäckter av luktreceptorer och luktsinnets organisation'}",,1/2,1
556,2005,10000000,11711430,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2005,Get,application/json,2005-10-05,,,,794,{'en': 'Yves Chauvin'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/794', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the development of the metathesis method in organic synthesis', 'se': 'för utveckling av metates-metoden inom organisk syntes'}",,1/3,1
557,2005,10000000,11711430,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2005,Get,application/json,2005-10-10,,,,799,{'en': 'Robert J. Aumann'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/799', 'action': 'Get', 'types': 'application/json'}","{'en': 'for having enhanced our understanding of conflict and cooperation through game-theory analysis', 'se': 'för att genom spelteoretisk analys ha fördjupat vår förståelse av konflikt och samarbete'}",,1/2,1
558,2005,10000000,11711430,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2005,Get,application/json,2005-10-13,,,,801,{'en': 'Harold Pinter'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/801', 'action': 'Get', 'types': 'application/json'}","{'en': ""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms"", 'se': 'som i sina dramer frilägger avgrunden under vardagspratet och bryter sig in i förtryckets slutna rum'}",,1,1
559,2005,10000000,11711430,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2005,Get,application/json,2005-10-07,,,,797,,"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/797', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way', 'no': 'for arbeidet deira for å hindra at kjernefysisk energi blir nytta til militære føremål og for at kjernefysisk energi til sivile føremål vert nytta på sikrast mogelege måte'}","{'en': 'International Atomic Energy Agency', 'no': 'Det internasjonale atomenergibyrået (IAEA)'}",1/2,1
560,2005,10000000,11711430,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2005,Get,application/json,2005-10-04,,,,791,{'en': 'Roy J. Glauber'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/791', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his contribution to the quantum theory of optical coherence', 'se': 'för hans bidrag till den kvantmekaniska teorin för optisk koherens'}",,1/2,1
561,2005,10000000,11711430,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2005,Get,application/json,2005-10-03,,,,789,{'en': 'Barry J. Marshall'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/789', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease', 'se': 'för deras upptäckt av bakterien Helicobacter pylori och dess roll vid gastrit och ulcussjukdom'}",,1/2,1
562,2006,10000000,11552680,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2006,Get,application/json,2006-10-04,,,,806,{'en': 'Roger D. Kornberg'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/806', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his studies of the molecular basis of eukaryotic transcription', 'se': 'för hans studier av den molekylära grunden för eukaryot transkription'}",,1,1
563,2006,10000000,11552680,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2006,Get,application/json,2006-10-09,,,,807,{'en': 'Edmund S. Phelps'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/807', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his analysis of intertemporal tradeoffs in macroeconomic policy', 'se': 'för hans analys av intertemporala avvägningar i makroekonomisk politik'}",,1,1
564,2006,10000000,11552680,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2006,Get,application/json,2006-10-12,,,,808,{'en': 'Orhan Pamuk'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/808', 'action': 'Get', 'types': 'application/json'}","{'en': 'who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures', 'se': 'som på spaning efter sin hemstads melankoliska själ har funnit nya sinnebilder för kulturernas strid och sammanflätning'}",,1,1
565,2006,10000000,11552680,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2006,Get,application/json,2006-10-13,,,,809,{'en': 'Muhammad Yunus'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/809', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their efforts to create economic and social development from below', 'no': 'for arbeidet deira for å skapa økonomisk og sosial utvikling nedanfrå'}",,1/2,1
566,2006,10000000,11552680,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2006,Get,application/json,2006-10-03,,,,804,{'en': 'John C. Mather'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/804', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation', 'se': 'för upptäckten av den kosmiska bakgrundsstrålningens svartkroppsform och anisotropi'}",,1/2,1
567,2006,10000000,11552680,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2006,Get,application/json,2006-10-02,,,,802,{'en': 'Andrew Z. Fire'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/802', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discovery of RNA interference - gene silencing by double-stranded RNA', 'se': 'för deras upptäckt av RNA-interferens – utsläckning av geners uttryck med dubbelsträngat RNA'}",,1/2,1
568,2007,10000000,11301989,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2007,Get,application/json,2007-10-10,,,,816,{'en': 'Gerhard Ertl'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/816', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his studies of chemical processes on solid surfaces', 'se': 'för hans studier av kemiska processer på fasta ytor'}",,1,1
569,2007,10000000,11301989,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/2007,Get,application/json,2007-10-15,,,,820,{'en': 'Leonid Hurwicz'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/820', 'action': 'Get', 'types': 'application/json'}","{'en': 'for having laid the foundations of mechanism design theory', 'se': 'för att ha lagt grunden till teorin för allokeringsmekanismer'}",,1/3,1
570,2007,10000000,11301989,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/2007,Get,application/json,2007-10-11,,,,817,{'en': 'Doris Lessing'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/817', 'action': 'Get', 'types': 'application/json'}","{'en': 'that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny', 'se': 'den kvinnliga erfarenhetens epiker, som med skepsis, hetta och visionär kraft har tagit en splittrad civilisation till granskning'}",,1,1
571,2007,10000000,11301989,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/2007,Get,application/json,2007-10-12,,,,818,,"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/818', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change', 'no': 'for deira innsats for å skape og spreie større kunnskap om menneskeskapte klimaendringar og for å leggje grunnlag for dei tiltaka som krevst for å motverke desse endringane'}",{'en': 'Intergovernmental Panel on Climate Change'},1/2,1
572,2007,10000000,11301989,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/2007,Get,application/json,2007-10-09,,,,814,{'en': 'Albert Fert'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/814', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of Giant Magnetoresistance', 'se': 'för upptäckten av jättemagnetoresistans'}",,1/2,1
573,2007,10000000,11301989,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/2007,Get,application/json,2007-10-08,,,,811,{'en': 'Mario R. Capecchi'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/811', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells', 'se': 'för deras upptäckter av principer för att introducera specifika förändringar av gener i möss med användning av embryonala stamceller'}",,1/3,1
574,2008,10000000,10926573,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/2008,Get,application/json,2008-10-08,,,,829,{'en': 'Osamu Shimomura'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/829', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery and development of the green fluorescent protein, GFP', 'se': 'för upptäckt och utveckling av det grönt fluorescerande proteinet, GFP'}",,1/3,1
